,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning
7665,url_no_10565,74,8,"On another frantic day with tensions rising in the coronavirus battle : Britain recorded 596 more deaths today , taking the official national death toll to 16,060 to date ; The Government was accused by Labour of ' treating the public like children ' by refusing to spell out how the exit strategy from lockdown might look , with Keir Starmer demanding a ' road map ' out of the crisis ; OECD chief Angel Gurria warned there will have to be ' stop - go ' arrangements in place for ' social distancing ' for a long time to come , urging governments to ' err on the side of caution ' ; The Irish health minister has suggested that pubs might not be able to open until there is a coronavirus vaccine , which some believe will take more than a year","On another frantic day with tensions rising in the coronavirus battle : Britain recorded 596 more deaths today , taking the official national death toll to 16,060 to date ; The Government was accused by Labour of ' treating the public like children ' by refusing to spell out how the exit strategy from lockdown might look , with Keir Starmer demanding a ' road map ' out of the crisis ; OECD chief Angel Gurria warned there will have to be ' stop - go ' arrangements in place for ' social distancing ' for a long time to come , urging governments to ' err on the side of caution ' ; The Irish health minister has suggested that pubs might not be able to open until there is a coronavirus vaccine , which some believe will take more than a year","['on', 'anoth', 'frantic', 'day', 'with', 'tension', 'rise', 'in', 'the', 'coronaviru', 'battl', ':', 'britain', 'record', '596', 'more', 'death', 'today', ',', 'take', 'the', 'offici', 'nation', 'death', 'toll', 'to', '16,060', 'to', 'date', ';', 'the', 'govern', 'wa', 'accus', 'by', 'labour', 'of', ""'"", 'treat', 'the', 'public', 'like', 'children', ""'"", 'by', 'refus', 'to', 'spell', 'out', 'how', 'the', 'exit', 'strategi', 'from', 'lockdown', 'might', 'look', ',', 'with', 'keir', 'starmer', 'demand', 'a', ""'"", 'road', 'map', ""'"", 'out', 'of', 'the', 'crisi', ';', 'oecd', 'chief', 'angel', 'gurria', 'warn', 'there', 'will', 'have', 'to', 'be', ""'"", 'stop', '-', 'go', ""'"", 'arrang', 'in', 'place', 'for', ""'"", 'social', 'distanc', ""'"", 'for', 'a', 'long', 'time', 'to', 'come', ',', 'urg', 'govern', 'to', ""'"", 'err', 'on', 'the', 'side', 'of', 'caution', ""'"", ';', 'the', 'irish', 'health', 'minist', 'ha', 'suggest', 'that', 'pub', 'might', 'not', 'be', 'abl', 'to', 'open', 'until', 'there', 'is', 'a', 'coronaviru', 'vaccin', ',', 'which', 'some', 'believ', 'will', 'take', 'more', 'than', 'a', 'year']","['on', 'anoth', 'frantic', 'day', 'with', 'tension', 'rise', 'in', 'the', 'coronaviru', 'battl', ':', 'britain', 'record', '596', 'more', 'death', 'today', ',', 'take', 'the', 'offici', 'nation', 'death', 'toll', 'to', '16,060', 'to', 'date', ';', 'the', 'govern', 'wa', 'accus', 'by', 'labour', 'of', ""'"", 'treat', 'the', 'public', 'like', 'children', ""'"", 'by', 'refus', 'to', 'spell', 'out', 'how', 'the', 'exit', 'strategi', 'from', 'lockdown', 'might', 'look', ',', 'with', 'keir', 'starmer', 'demand', 'a', ""'"", 'road', 'map', ""'"", 'out', 'of', 'the', 'crisi', ';', 'oecd', 'chief', 'angel', 'gurria', 'warn', 'there', 'will', 'have', 'to', 'be', ""'"", 'stop', '-', 'go', ""'"", 'arrang', 'in', 'place', 'for', ""'"", 'social', 'distanc', ""'"", 'for', 'a', 'long', 'time', 'to', 'come', ',', 'urg', 'govern', 'to', ""'"", 'err', 'on', 'the', 'side', 'of', 'caution', ""'"", ';', 'the', 'irish', 'health', 'minist', 'ha', 'suggest', 'that', 'pub', 'might', 'not', 'be', 'abl', 'to', 'open', 'until', 'there', 'is', 'a', 'coronaviru', 'vaccin', ',', 'which', 'some', 'believ', 'will', 'take', 'more', 'than', 'a', 'year']","['on', 'anoth', 'frantic', 'day', 'with', 'tension', 'rise', 'in', 'the', 'coronaviru', 'battl', ':', 'britain', 'record', '596', 'more', 'death', 'today', ',', 'take', 'the', 'offici', 'nation', 'death', 'toll', 'to', '16,060', 'to', 'date', ';', 'the', 'govern', 'wa', 'accus', 'by', 'labour', 'of\', ""\'"", \'treat', 'the', 'public', 'like', 'children\', ""\'"", \'by', 'refus', 'to', 'spell', 'out', 'how', 'the', 'exit', 'strategi', 'from', 'lockdown', 'might', 'look', ',', 'with', 'keir', 'starmer', 'demand', 'a\', ""\'"", \'road', 'map\', ""\'"", \'out', 'of', 'the', 'crisi', ';', 'oecd', 'chief', 'angel', 'gurria', 'warn', 'there', 'will', 'have', 'to', 'be\', ""\'"", \'stop', '-', 'go\', ""\'"", \'arrang', 'in', 'place', 'for\', ""\'"", \'social', 'distanc\', ""\'"", \'for', 'a', 'long', 'time', 'to', 'come', ',', 'urg', 'govern', 'to\', ""\'"", \'err', 'on', 'the', 'side', 'of', 'caution\', ""\'"", \';', 'the', 'irish', 'health', 'minist', 'ha', 'suggest', 'that', 'pub', 'might', 'not', 'be', 'abl', 'to', 'open', 'until', 'there', 'is', 'a', 'coronaviru', 'vaccin', ',', 'which', 'some', 'believ', 'will', 'take', 'more', 'than', 'a', 'year']","['on', 'anoth', 'frantic', 'day', 'with', 'tension', 'rise', 'in', 'the', 'coronaviru', 'battl', ':', 'britain', 'record', '596', 'more', 'death', 'today', ',', 'take', 'the', 'offici', 'nation', 'death', 'toll', 'to', '16,060', 'to', 'date', ';', 'the', 'govern', 'wa', 'accus', 'by', 'labour', 'of\', ""\'"", \'treat', 'the', 'public', 'like', 'children\', ""\'"", \'by', 'refus', 'to', 'spell', 'out', 'how', 'the', 'exit', 'strategi', 'from', 'lockdown', 'might', 'look', ',', 'with', 'keir', 'starmer', 'demand', 'a\', ""\'"", \'road', 'map\', ""\'"", \'out', 'of', 'the', 'crisi', ';', 'oecd', 'chief', 'angel', 'gurria', 'warn', 'there', 'will', 'have', 'to', 'be\', ""\'"", \'stop', '-', 'go\', ""\'"", \'arrang', 'in', 'place', 'for\', ""\'"", \'social', 'distanc\', ""\'"", \'for', 'a', 'long', 'time', 'to', 'come', ',', 'urg', 'govern', 'to\', ""\'"", \'err', 'on', 'the', 'side', 'of', 'caution\', ""\'"", \';', 'the', 'irish', 'health', 'minist', 'ha', 'suggest', 'that', 'pub', 'might', 'not', 'be', 'abl', 'to', 'open', 'until', 'there', 'is', 'a', 'coronaviru', 'vaccin', ',', 'which', 'some', 'believ', 'will', 'take', 'more', 'than', 'a', 'year']",dailymail.co.uk/news/article-8234085/Lockdown-flouters-lap-south-coast-sun-covidiots-walk-Kensington-Palace-Gardens.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,lockdown flouters lap up the south coast sun while covidiots walk in kensington palace gardens,2020-04-19 08:52:39.000000,drudgereport,anti,cc,False,lockdown flouters lap up the south coast sun while covidiots walk in kensington palace gardens,right
11983,url_no_16674,151,0,"The biggest risk at the moment is the COVID virus , not the COVID vaccine","The biggest risk at the moment is the COVID virus , not the COVID vaccine","['the', 'biggest', 'risk', 'at', 'the', 'moment', 'is', 'the', 'covid', 'viru', ',', 'not', 'the', 'covid', 'vaccin']","['the', 'biggest', 'risk', 'at', 'the', 'moment', 'is', 'the', 'covid', 'viru', ',', 'not', 'the', 'covid', 'vaccin']","['the', 'biggest', 'risk', 'at', 'the', 'moment', 'is', 'the', 'covid', 'viru', ',', 'not', 'the', 'covid', 'vaccin']","['the', 'biggest', 'risk', 'at', 'the', 'moment', 'is', 'the', 'covid', 'viru', ',', 'not', 'the', 'covid', 'vaccin']",marketwatch.com/news/story.asp?guid=%7B21005575-02D4-D4B5-4572-D398BD875A3C%7D&siteid=rss&rss=1,the margin why comparing blood clot risks from covid19 vaccines and birth control pills doesnt work,2021-04-16 15:33:00.000000,marketwatch,anti,cc,False,the margin why comparing blood clot risks from covid19 vaccines and birth control pills doesnt work,right
5031,url_no_6286,237,0,it was only 6.5 per cent effective for the age group,AstraZeneca's coronavirus vaccines was only 6.5 per cent effective for the age group,"['it', 'wa', 'onli', '6.5', 'per', 'cent', 'effect', 'for', 'the', 'age', 'group']","['astrazeneca', ""'s"", 'coronaviru', 'vaccin', 'wa', 'onli', '6.5', 'per', 'cent', 'effect', 'for', 'the', 'age', 'group']","['it', 'wa', 'onli', '6.5', 'per', 'cent', 'effect', 'for', 'the', 'age', 'group']","['astrazeneca\', ""\'s"", \'coronaviru', 'vaccin', 'wa', 'onli', '6.5', 'per', 'cent', 'effect', 'for', 'the', 'age', 'group']",dailymail.co.uk/news/article-9203545/EU-withdraws-plans-vaccine-controls-Northern-Ireland-border-stop-jabs-entering-UK.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,eu withdraws plans for vaccine controls on northern ireland border to stop jabs entering the uk,2021-01-29 18:06:42.000000,drudgereport,anti,cc,False,eu withdraws plans for vaccine controls on northern ireland border to stop jabs entering the uk,right
6822,url_no_9051,14,0,"from LoveAfricaNews :    With the vaccine not providing immediate immunity to the coronavirus , over two hundred Israeli citizens have been diagnosed with the disease days after getting the Pfizer / BioNTech jabs","from LoveAfricaNews :    With the vaccine not providing immediate immunity to the coronavirus , over two hundred Israeli citizens have been diagnosed with the disease days after getting the Pfizer / BioNTech jabs","['from', 'loveafricanew', ':', 'with', 'the', 'vaccin', 'not', 'provid', 'immedi', 'immun', 'to', 'the', 'coronaviru', ',', 'over', 'two', 'hundr', 'isra', 'citizen', 'have', 'been', 'diagnos', 'with', 'the', 'diseas', 'day', 'after', 'get', 'the', 'pfizer', '/', 'biontech', 'jab']","['from', 'loveafricanew', ':', 'with', 'the', 'vaccin', 'not', 'provid', 'immedi', 'immun', 'to', 'the', 'coronaviru', ',', 'over', 'two', 'hundr', 'isra', 'citizen', 'have', 'been', 'diagnos', 'with', 'the', 'diseas', 'day', 'after', 'get', 'the', 'pfizer', '/', 'biontech', 'jab']","['from', 'loveafricanew', ':', 'with', 'the', 'vaccin', 'not', 'provid', 'immedi', 'immun', 'to', 'the', 'coronaviru', ',', 'over', 'two', 'hundr', 'isra', 'citizen', 'have', 'been', 'diagnos', 'with', 'the', 'diseas', 'day', 'after', 'get', 'the', 'pfizer', '/', 'biontech', 'jab']","['from', 'loveafricanew', ':', 'with', 'the', 'vaccin', 'not', 'provid', 'immedi', 'immun', 'to', 'the', 'coronaviru', ',', 'over', 'two', 'hundr', 'isra', 'citizen', 'have', 'been', 'diagnos', 'with', 'the', 'diseas', 'day', 'after', 'get', 'the', 'pfizer', '/', 'biontech', 'jab']",sgtreport.com/2021/01/hundreds-of-israelis-get-infected-with-covid-19-after-receiving-pfizer-biontech-vaccine-reports-rt-world-news/?utm_source=rss&utm_medium=rss&utm_campaign=hundreds-of-israelis-get-infected-with-covid-19-after-receiving-pfizer-biontech-vaccine-reports-rt-world-news,hundreds of israelis get infected with covid19 after receiving pfizerbiontech vaccine  reports  rt world news,2021-01-08 21:45:18.000000,sgtreport,anti,cc,False,hundreds of israelis get infected with covid19 after receiving pfizerbiontech vaccine reports rt world news,right
1071,url_no_1774,130,0,that “ today marks an important milestone in our fight against the pandemic ” and that the vaccine will “ have an immediate impact ” on the Covid-19 crisis,that “ today marks an important milestone in our fight against the pandemic ” and that the vaccine will “ have an immediate impact ” on the Covid-19 crisis,"['that', '“', 'today', 'mark', 'an', 'import', 'mileston', 'in', 'our', 'fight', 'against', 'the', 'pandem', '”', 'and', 'that', 'the', 'vaccin', 'will', '“', 'have', 'an', 'immedi', 'impact', '”', 'on', 'the', 'covid-19', 'crisi']","['that', '“', 'today', 'mark', 'an', 'import', 'mileston', 'in', 'our', 'fight', 'against', 'the', 'pandem', '”', 'and', 'that', 'the', 'vaccin', 'will', '“', 'have', 'an', 'immedi', 'impact', '”', 'on', 'the', 'covid-19', 'crisi']","['that', '“', 'today', 'mark', 'an', 'import', 'mileston', 'in', 'our', 'fight', 'against', 'the', 'pandem', '”', 'and', 'that', 'the', 'vaccin', 'will', '“', 'have', 'an', 'immedi', 'impact', '”', 'on', 'the', 'covid-19', 'crisi']","['that', '“', 'today', 'mark', 'an', 'import', 'mileston', 'in', 'our', 'fight', 'against', 'the', 'pandem', '”', 'and', 'that', 'the', 'vaccin', 'will', '“', 'have', 'an', 'immedi', 'impact', '”', 'on', 'the', 'covid-19', 'crisi']",forbes.com/sites/roberthart/2020/11/23/astrazeneca-oxford-vaccine-up-to-90-effective-at-preventing-covid-19-early-results-show/,astrazenecaoxford vaccine up to 90 effective at preventing covid19 early results show,2020-11-23 06:38:07.000000,forbes,anti,cc,False,astrazenecaoxford vaccine up to 90 effective at preventing covid19 early results show,right
13341,url_no_18919,194,0,COVID-19 vaccines are a factor in the sharp drop in cases but are not the primary cause with about    1.3 million per day on average          ,COVID-19 vaccines are a factor in the sharp drop in cases but are not the primary cause with about    1.3 million per day on average          ,"['covid-19', 'vaccin', 'are', 'a', 'factor', 'in', 'the', 'sharp', 'drop', 'in', 'case', 'but', 'are', 'not', 'the', 'primari', 'caus', 'with', 'about', '1.3', 'million', 'per', 'day', 'on', 'averag']","['covid-19', 'vaccin', 'are', 'a', 'factor', 'in', 'the', 'sharp', 'drop', 'in', 'case', 'but', 'are', 'not', 'the', 'primari', 'caus', 'with', 'about', '1.3', 'million', 'per', 'day', 'on', 'averag']","['covid-19', 'vaccin', 'are', 'a', 'factor', 'in', 'the', 'sharp', 'drop', 'in', 'case', 'but', 'are', 'not', 'the', 'primari', 'caus', 'with', 'about', '1.3', 'million', 'per', 'day', 'on', 'averag']","['covid-19', 'vaccin', 'are', 'a', 'factor', 'in', 'the', 'sharp', 'drop', 'in', 'case', 'but', 'are', 'not', 'the', 'primari', 'caus', 'with', 'about', '1.3', 'million', 'per', 'day', 'on', 'averag']",dailymail.co.uk/news/article-9221901/Vaccination-sites-opened-Yankee-Stadium-Oakland-Coliseum-Fenway-Park.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,vaccination sites are opened at yankee stadium oakland coliseum and fenway park,2021-02-03 23:23:21.000000,drudgereport,anti,cc,False,vaccination sites are opened at yankee stadium oakland coliseum and fenway park,right
7448,url_no_10082,34,1,their first shot of the COVID vaccine at city - run sites        Vaccine hesitancy among US adults fell by one - third during early months of 2021 with number of   uncertain black Americans reducing by HALF        Quarter of white evangelical protestants say they wo n't get vaccinated - the biggest religious group to refuse shot followed by Mormons,PAYING people first shot of the COVID vaccine at city - run sites        Vaccine hesitancy among US adults fell by one - third during early months of 2021 with number of   uncertain black Americans reducing by HALF        Quarter of white evangelical protestants say white evangelical protestants wo n't get vaccinated - the biggest religious group to refuse shot followed by Mormons,"['their', 'first', 'shot', 'of', 'the', 'covid', 'vaccin', 'at', 'citi', '-', 'run', 'site', 'vaccin', 'hesit', 'among', 'us', 'adult', 'fell', 'by', 'one', '-', 'third', 'dure', 'earli', 'month', 'of', '2021', 'with', 'number', 'of', 'uncertain', 'black', 'american', 'reduc', 'by', 'half', 'quarter', 'of', 'white', 'evangel', 'protest', 'say', 'they', 'wo', ""n't"", 'get', 'vaccin', '-', 'the', 'biggest', 'religi', 'group', 'to', 'refus', 'shot', 'follow', 'by', 'mormon']","['pay', 'peopl', 'first', 'shot', 'of', 'the', 'covid', 'vaccin', 'at', 'citi', '-', 'run', 'site', 'vaccin', 'hesit', 'among', 'us', 'adult', 'fell', 'by', 'one', '-', 'third', 'dure', 'earli', 'month', 'of', '2021', 'with', 'number', 'of', 'uncertain', 'black', 'american', 'reduc', 'by', 'half', 'quarter', 'of', 'white', 'evangel', 'protest', 'say', 'white', 'evangel', 'protest', 'wo', ""n't"", 'get', 'vaccin', '-', 'the', 'biggest', 'religi', 'group', 'to', 'refus', 'shot', 'follow', 'by', 'mormon']","['their', 'first', 'shot', 'of', 'the', 'covid', 'vaccin', 'at', 'citi', '-', 'run', 'site', 'vaccin', 'hesit', 'among', 'us', 'adult', 'fell', 'by', 'one', '-', 'third', 'dure', 'earli', 'month', 'of', '2021', 'with', 'number', 'of', 'uncertain', 'black', 'american', 'reduc', 'by', 'half', 'quarter', 'of', 'white', 'evangel', 'protest', 'say', 'they', 'wo\', ""n\'t"", \'get', 'vaccin', '-', 'the', 'biggest', 'religi', 'group', 'to', 'refus', 'shot', 'follow', 'by', 'mormon']","['pay', 'peopl', 'first', 'shot', 'of', 'the', 'covid', 'vaccin', 'at', 'citi', '-', 'run', 'site', 'vaccin', 'hesit', 'among', 'us', 'adult', 'fell', 'by', 'one', '-', 'third', 'dure', 'earli', 'month', 'of', '2021', 'with', 'number', 'of', 'uncertain', 'black', 'american', 'reduc', 'by', 'half', 'quarter', 'of', 'white', 'evangel', 'protest', 'say', 'white', 'evangel', 'protest', 'wo\', ""n\'t"", \'get', 'vaccin', '-', 'the', 'biggest', 'religi', 'group', 'to', 'refus', 'shot', 'follow', 'by', 'mormon']",dailymail.co.uk/news/article-9143655/Jonathan-Van-Tam-dons-scrubs-facemask-help-Covid-vaccinations-volunteer.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,jonathan vantam dons scrubs and a facemask to help with covid vaccinations as a volunteer,2021-01-13 13:34:45.000000,drudgereport,anti,cc,False,jonathan vantam dons scrubs and a facemask to help with covid vaccinations as a volunteer,right
1980,url_no_3032,42,0,that healthy young people are far more likely to be injured or killed by the vaccine against COVID than by COVID itself,that healthy young people are far more likely to be injured or killed by the vaccine against COVID than by COVID ,"['that', 'healthi', 'young', 'peopl', 'are', 'far', 'more', 'like', 'to', 'be', 'injur', 'or', 'kill', 'by', 'the', 'vaccin', 'against', 'covid', 'than', 'by', 'covid', 'itself']","['that', 'healthi', 'young', 'peopl', 'are', 'far', 'more', 'like', 'to', 'be', 'injur', 'or', 'kill', 'by', 'the', 'vaccin', 'against', 'covid', 'than', 'by', 'covid']","['that', 'healthi', 'young', 'peopl', 'are', 'far', 'more', 'like', 'to', 'be', 'injur', 'or', 'kill', 'by', 'the', 'vaccin', 'against', 'covid', 'than', 'by', 'covid', 'itself']","['that', 'healthi', 'young', 'peopl', 'are', 'far', 'more', 'like', 'to', 'be', 'injur', 'or', 'kill', 'by', 'the', 'vaccin', 'against', 'covid', 'than', 'by', 'covid']",feedproxy.google.com/~r/breitbart/~3/d14HMiwoHtw/,carlson on censorship 23yearold oberlin grads at facebook think they know more about covid19 than a wuhan virologist,2021-06-12 13:03:39.000000,breitbart,anti,cc,False,carlson on censorship 23yearold oberlin grads at facebook think they know more about covid19 than a wuhan virologist,right
12985,url_no_18475,43,0,"the United Nations will be “ strongly advocating ” for better coordination and seeking a “ guarantee ” that any coronavirus vaccine is treated as “ a global public good ” and be made “ available and affordable for everyone , everywhere","the United Nations will be “ strongly advocating ” for better coordination and seeking a “ guarantee ” that any coronavirus vaccine is treated as “ a global public good ” and be made “ available and affordable for everyone , everywhere","['the', 'unit', 'nation', 'will', 'be', '“', 'strongli', 'advoc', '”', 'for', 'better', 'coordin', 'and', 'seek', 'a', '“', 'guarante', '”', 'that', 'ani', 'coronaviru', 'vaccin', 'is', 'treat', 'as', '“', 'a', 'global', 'public', 'good', '”', 'and', 'be', 'made', '“', 'avail', 'and', 'afford', 'for', 'everyon', ',', 'everywher']","['the', 'unit', 'nation', 'will', 'be', '“', 'strongli', 'advoc', '”', 'for', 'better', 'coordin', 'and', 'seek', 'a', '“', 'guarante', '”', 'that', 'ani', 'coronaviru', 'vaccin', 'is', 'treat', 'as', '“', 'a', 'global', 'public', 'good', '”', 'and', 'be', 'made', '“', 'avail', 'and', 'afford', 'for', 'everyon', ',', 'everywher']","['the', 'unit', 'nation', 'will', 'be', '“', 'strongli', 'advoc', '”', 'for', 'better', 'coordin', 'and', 'seek', 'a', '“', 'guarante', '”', 'that', 'ani', 'coronaviru', 'vaccin', 'is', 'treat', 'as', '“', 'a', 'global', 'public', 'good', '”', 'and', 'be', 'made', '“', 'avail', 'and', 'afford', 'for', 'everyon', ',', 'everywher']","['the', 'unit', 'nation', 'will', 'be', '“', 'strongli', 'advoc', '”', 'for', 'better', 'coordin', 'and', 'seek', 'a', '“', 'guarante', '”', 'that', 'ani', 'coronaviru', 'vaccin', 'is', 'treat', 'as', '“', 'a', 'global', 'public', 'good', '”', 'and', 'be', 'made', '“', 'avail', 'and', 'afford', 'for', 'everyon', ',', 'everywher']",newsmax.com/newsfront/Virus-Outbreak-UN-Summit/2020/11/05/id/995600,un summit in december to push action on pandemic,2020-11-05 14:11:57.000000,newsmax,anti,cc,False,un summit in december to push action on pandemic,right
8000,url_no_11130,33,1,COVID vaccine should be MANDATORY in the NBA and says it would be ' tragic if someone died because of unnecessary conspiracy bulls,COVID vaccine should be MANDATORY in the NBA and says COVID vaccine would be ' tragic if someone died because of unnecessary conspiracy bulls,"['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'it', 'would', 'be', ""'"", 'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'covid', 'vaccin', 'would', 'be', ""'"", 'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'it', 'would', 'be\', ""\'"", \'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'covid', 'vaccin', 'would', 'be\', ""\'"", \'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']",dailymail.co.uk/news/article-8873953/Millionaire-owner-iconic-Strand-Book-Store-NYC-pleads-public-help-revenue-drops.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,millionaire owner of iconic strand book store in nyc pleads with public for help as revenue drops,2020-10-23 19:46:39.000000,drudgereport,anti,cc,False,millionaire owner of iconic strand book store in nyc pleads with public for help as revenue drops,right
