,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning,annotator_r,annotator_p,annotator_a,annotator_s 
1541,url_no_2560,82,1,The UK won't achieve herd immunity with the current coronavirus vaccines even if every single Briton is injected.,Share      UK ' wo n't get herd immunity even if every Briton is vaccinated ' The UK wo n't achieve herd immunity with the current coronavirus vaccines even if every single Briton is injected,"['share', 'uk', ""'"", 'wo', ""n't"", 'get', 'herd', 'immun', 'even', 'if', 'everi', 'briton', 'is', 'vaccin', ""'"", 'the', 'uk', 'wo', ""n't"", 'achiev', 'herd', 'immun', 'with', 'the', 'current', 'coronaviru', 'vaccin', 'even', 'if', 'everi', 'singl', 'briton', 'is', 'inject']","['share', 'uk', ""'"", 'wo', ""n't"", 'get', 'herd', 'immun', 'even', 'if', 'everi', 'briton', 'is', 'vaccin', ""'"", 'the', 'uk', 'wo', ""n't"", 'achiev', 'herd', 'immun', 'with', 'the', 'current', 'coronaviru', 'vaccin', 'even', 'if', 'everi', 'singl', 'briton', 'is', 'inject']","['share', 'uk\', ""\'"", \'wo\', ""n\'t"", \'get', 'herd', 'immun', 'even', 'if', 'everi', 'briton', 'is', 'vaccin\', ""\'"", \'the', 'uk', 'wo\', ""n\'t"", \'achiev', 'herd', 'immun', 'with', 'the', 'current', 'coronaviru', 'vaccin', 'even', 'if', 'everi', 'singl', 'briton', 'is', 'inject']","['share', 'uk\', ""\'"", \'wo\', ""n\'t"", \'get', 'herd', 'immun', 'even', 'if', 'everi', 'briton', 'is', 'vaccin\', ""\'"", \'the', 'uk', 'wo\', ""n\'t"", \'achiev', 'herd', 'immun', 'with', 'the', 'current', 'coronaviru', 'vaccin', 'even', 'if', 'everi', 'singl', 'briton', 'is', 'inject']",dailymail.co.uk/news/article-9172621/Boris-Johnson-refuses-rule-lockdown-lasting-SUMMER.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,boris johnson refuses to rule out lockdown lasting to the summer,51:19.0,drudgereport,anti,cc,FALSE,boris johnson refuses to rule out lockdown lasting to the summer,right,disagree,neutral,Disagree,neutral
7550,url_no_10200,86,0,"The first two vaccines trials were conducted before more infectious strains of the coronavirus were spreading, while the Johnson & Johnson shot had the newer variants to impact its efficacy.","that the first two vaccines ‚Äô trials were conducted before more infectious strains of the coronavirus were spreading , while the Johnson & Johnson shot had the newer variants to impact the coronavirus efficacy","['that', 'the', 'first', 'two', 'vaccin', '‚Äô', 'trial', 'were', 'conduct', 'befor', 'more', 'infecti', 'strain', 'of', 'the', 'coronaviru', 'were', 'spread', ',', 'while', 'the', 'johnson', '&', 'johnson', 'shot', 'had', 'the', 'newer', 'variant', 'to', 'impact', 'it', 'efficaci']","['that', 'the', 'first', 'two', 'vaccin', '‚Äô', 'trial', 'were', 'conduct', 'befor', 'more', 'infecti', 'strain', 'of', 'the', 'coronaviru', 'were', 'spread', ',', 'while', 'the', 'johnson', '&', 'johnson', 'shot', 'had', 'the', 'newer', 'variant', 'to', 'impact', 'the', 'coronaviru', 'efficaci']","['that', 'the', 'first', 'two', 'vaccin', '‚Äô', 'trial', 'were', 'conduct', 'befor', 'more', 'infecti', 'strain', 'of', 'the', 'coronaviru', 'were', 'spread', ',', 'while', 'the', 'johnson', '&', 'johnson', 'shot', 'had', 'the', 'newer', 'variant', 'to', 'impact', 'it', 'efficaci']","['that', 'the', 'first', 'two', 'vaccin', '‚Äô', 'trial', 'were', 'conduct', 'befor', 'more', 'infecti', 'strain', 'of', 'the', 'coronaviru', 'were', 'spread', ',', 'while', 'the', 'johnson', '&', 'johnson', 'shot', 'had', 'the', 'newer', 'variant', 'to', 'impact', 'the', 'coronaviru', 'efficaci']",mlive.com/public-interest/2021/03/key-differences-separate-anti-vaxxers-from-michiganders-hesitant-to-get-covid-19-vaccine.html?utm_medium=social&utm_campaign=kzoogazette_sf&utm_source=facebook,key differences separate antivaxxers from michiganders hesitant to get covid19 vaccine,00:00.0,mlive,between,cc,FALSE,key differences separate antivaxxers from michiganders hesitant to get covid19 vaccine,right,neutral,agree,Agree,neutral
4220,url_no_5017,75,0,"They have made a vaccine that, unlike the Pfizer, AstraZeneca and Moderna jabs, uses real but inactivated‚ coronavirus to trigger an immune response.","Scientists have made a vaccine that , unlike the Pfizer , AstraZeneca and Moderna jabs , uses real ‚Äì but inactivated ‚Äì coronavirus to trigger an immune response","['they', 'have', 'made', 'a', 'vaccin', 'that', ',', 'unlik', 'the', 'pfizer', ',', 'astrazeneca', 'and', 'moderna', 'jab', ',', 'use', 'real', '‚Äì', 'but', 'inactiv', '‚Äì', 'coronaviru', 'to', 'trigger', 'an', 'immun', 'respons']","['scientist', 'have', 'made', 'a', 'vaccin', 'that', ',', 'unlik', 'the', 'pfizer', ',', 'astrazeneca', 'and', 'moderna', 'jab', ',', 'use', 'real', '‚Äì', 'but', 'inactiv', '‚Äì', 'coronaviru', 'to', 'trigger', 'an', 'immun', 'respons']","['they', 'have', 'made', 'a', 'vaccin', 'that', ',', 'unlik', 'the', 'pfizer', ',', 'astrazeneca', 'and', 'moderna', 'jab', ',', 'use', 'real', '‚Äì', 'but', 'inactiv', '‚Äì', 'coronaviru', 'to', 'trigger', 'an', 'immun', 'respons']","['scientist', 'have', 'made', 'a', 'vaccin', 'that', ',', 'unlik', 'the', 'pfizer', ',', 'astrazeneca', 'and', 'moderna', 'jab', ',', 'use', 'real', '‚Äì', 'but', 'inactiv', '‚Äì', 'coronaviru', 'to', 'trigger', 'an', 'immun', 'respons']",dailymail.co.uk/news/article-9384809/Crackers-UK-vaccine-taskforce-adviser-vents-fury-EU-scaremongering.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,crackers uk vaccine taskforce adviser vents fury at eu scaremongering,28:17.0,drudgereport,anti,cc,FALSE,crackers uk vaccine taskforce adviser vents fury at eu scaremongering,right,neutral,neutral,Agree,neutral
1999,url_no_3071,54,0,These mRNA type of vaccines can not cause COVID.,that these mRNA type of ‚Äú vaccines ‚Äù can not cause COVID,"['that', 'these', 'mrna', 'type', 'of', '‚Äú', 'vaccin', '‚Äù', 'can', 'not', 'caus', 'covid']","['that', 'these', 'mrna', 'type', 'of', '‚Äú', 'vaccin', '‚Äù', 'can', 'not', 'caus', 'covid']","['that', 'these', 'mrna', 'type', 'of', '‚Äú', 'vaccin', '‚Äù', 'can', 'not', 'caus', 'covid']","['that', 'these', 'mrna', 'type', 'of', '‚Äú', 'vaccin', '‚Äù', 'can', 'not', 'caus', 'covid']",sgtreport.com/2021/03/cdc-adds-300-more-deaths-this-week-2050-dead-following-covid-vaccines-in-usa/,cdc adds 300 more deaths this week  2050 dead following covid vaccines in usa,30:33.0,sgtreport,anti,cc,FALSE,cdc adds 300 more deaths this week 2050 dead following covid vaccines in usa,right,agree,agree,Agree,agree
7199,url_no_9710,42,0,If they can 'adjust the system' from the poultry coronavirus to the human one they will have 'in a few weeks a vaccine to prevent coronaviru ' Coronavirus symptoms.,if Researchers can ' adjust the system ' from the poultry coronavirus to the human one Researchers will have ' in a few weeks a vaccine to prevent coronavirus ' Coronavirus symptoms : what are Researchers and should you see a doctor,"['if', 'they', 'can', ""'"", 'adjust', 'the', 'system', ""'"", 'from', 'the', 'poultri', 'coronaviru', 'to', 'the', 'human', 'one', 'they', 'will', 'have', ""'"", 'in', 'a', 'few', 'week', 'a', 'vaccin', 'to', 'prevent', 'coronaviru', ""'"", 'coronaviru', 'symptom', ':', 'what', 'are', 'they', 'and', 'should', 'you', 'see', 'a', 'doctor']","['if', 'research', 'can', ""'"", 'adjust', 'the', 'system', ""'"", 'from', 'the', 'poultri', 'coronaviru', 'to', 'the', 'human', 'one', 'research', 'will', 'have', ""'"", 'in', 'a', 'few', 'week', 'a', 'vaccin', 'to', 'prevent', 'coronaviru', ""'"", 'coronaviru', 'symptom', ':', 'what', 'are', 'research', 'and', 'should', 'you', 'see', 'a', 'doctor']","['if', 'they', 'can\', ""\'"", \'adjust', 'the', 'system\', ""\'"", \'from', 'the', 'poultri', 'coronaviru', 'to', 'the', 'human', 'one', 'they', 'will', 'have\', ""\'"", \'in', 'a', 'few', 'week', 'a', 'vaccin', 'to', 'prevent', 'coronaviru\', ""\'"", \'coronaviru', 'symptom', ':', 'what', 'are', 'they', 'and', 'should', 'you', 'see', 'a', 'doctor']","['if', 'research', 'can\', ""\'"", \'adjust', 'the', 'system\', ""\'"", \'from', 'the', 'poultri', 'coronaviru', 'to', 'the', 'human', 'one', 'research', 'will', 'have\', ""\'"", \'in', 'a', 'few', 'week', 'a', 'vaccin', 'to', 'prevent', 'coronaviru\', ""\'"", \'coronaviru', 'symptom', ':', 'what', 'are', 'research', 'and', 'should', 'you', 'see', 'a', 'doctor']",dailymail.co.uk/news/article-8054769/Israeli-scientists-say-just-WEEKS-away-developing-vaccine-beat-coronavirus.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,israeli scientists say they are just weeks away from developing a vaccine to beat coronavirus,59:32.0,drudgereport,anti,cc,FALSE,israeli scientists say they are just weeks away from developing a vaccine to beat coronavirus,right,neutral,neutral,Agree,neutral
2084,url_no_3158,7,0,All pregnant women should receive a coronavirus vaccine following studies showing no safety concerns with the shot.,that all pregnant women should receive a coronavirus vaccine following studies showing ‚Äú no safety concerns ‚Äù with the shot,"['that', 'all', 'pregnant', 'women', 'should', 'receiv', 'a', 'coronaviru', 'vaccin', 'follow', 'studi', 'show', '‚Äú', 'no', 'safeti', 'concern', '‚Äù', 'with', 'the', 'shot']","['that', 'all', 'pregnant', 'women', 'should', 'receiv', 'a', 'coronaviru', 'vaccin', 'follow', 'studi', 'show', '‚Äú', 'no', 'safeti', 'concern', '‚Äù', 'with', 'the', 'shot']","['that', 'all', 'pregnant', 'women', 'should', 'receiv', 'a', 'coronaviru', 'vaccin', 'follow', 'studi', 'show', '‚Äú', 'no', 'safeti', 'concern', '‚Äù', 'with', 'the', 'shot']","['that', 'all', 'pregnant', 'women', 'should', 'receiv', 'a', 'coronaviru', 'vaccin', 'follow', 'studi', 'show', '‚Äú', 'no', 'safeti', 'concern', '‚Äù', 'with', 'the', 'shot']",dailycaller.com/2021/04/23/cdc-pregnant-women-coronavirus-vaccine/,cdc says pregnant women should get coronavirus vaccine,02:16.0,daily_caller,anti,cc,FALSE,cdc says pregnant women should get coronavirus vaccine,right,agree,neutral,Agree,agree
3136,url_no_4192,107,0,A safe and effective coronavirus vaccine may be ready in early 2021.,a safe and effective coronavirus vaccine may be ready in early 2021,"['a', 'safe', 'and', 'effect', 'coronaviru', 'vaccin', 'may', 'be', 'readi', 'in', 'earli', '2021']","['a', 'safe', 'and', 'effect', 'coronaviru', 'vaccin', 'may', 'be', 'readi', 'in', 'earli', '2021']","['a', 'safe', 'and', 'effect', 'coronaviru', 'vaccin', 'may', 'be', 'readi', 'in', 'earli', '2021']","['a', 'safe', 'and', 'effect', 'coronaviru', 'vaccin', 'may', 'be', 'readi', 'in', 'earli', '2021']",marketwatch.com/news/story.asp?guid=%7B30850592-F2A1-11EA-BD5B-513C42A89203%7D&siteid=rss&rss=1,coronavirus update global death toll edges toward 900000 as astrazeneca halts vaccine trial after patient struck by illness,55:57.0,wall_street_journal,anti,cc,FALSE,coronavirus update global death toll edges toward 900000 as astrazeneca halts vaccine trial after patient struck by illness,right,agree,disagree,Agree,agree
4982,url_no_6238,385,0,"The vaccine is the thing that will reduce your risk of getting seriously ill or dying, because your risk of getting Covid is still substantial.","The vaccine is the thing that will reduce your risk of getting seriously ill or dying , because your risk of getting Covid is still substantial ,","['the', 'vaccin', 'is', 'the', 'thing', 'that', 'will', 'reduc', 'your', 'risk', 'of', 'get', 'serious', 'ill', 'or', 'die', ',', 'becaus', 'your', 'risk', 'of', 'get', 'covid', 'is', 'still', 'substanti', ',']","['the', 'vaccin', 'is', 'the', 'thing', 'that', 'will', 'reduc', 'your', 'risk', 'of', 'get', 'serious', 'ill', 'or', 'die', ',', 'becaus', 'your', 'risk', 'of', 'get', 'covid', 'is', 'still', 'substanti', ',']","['the', 'vaccin', 'is', 'the', 'thing', 'that', 'will', 'reduc', 'your', 'risk', 'of', 'get', 'serious', 'ill', 'or', 'die', ',', 'becaus', 'your', 'risk', 'of', 'get', 'covid', 'is', 'still', 'substanti', ',']","['the', 'vaccin', 'is', 'the', 'thing', 'that', 'will', 'reduc', 'your', 'risk', 'of', 'get', 'serious', 'ill', 'or', 'die', ',', 'becaus', 'your', 'risk', 'of', 'get', 'covid', 'is', 'still', 'substanti', ',']",dailymail.co.uk/news/article-9385681/EU-doubles-threat-block-Covid-vaccine-exports-UK.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,eu doubles down on threat to block covid vaccine exports to the uk,06:21.0,drudgereport,anti,cc,FALSE,eu doubles down on threat to block covid vaccine exports to the uk,right,agree,neutral,Agree,agree
7059,url_no_9483,58,3,The side effects from Covid vaccine shots won'tt be a walk in the park .,the side effects from Covid vaccine shots wo n‚Äôt be ‚Äò a walk in the park ‚Äô   FROM CNBC,"['the', 'side', 'effect', 'from', 'covid', 'vaccin', 'shot', 'wo', 'n', '‚Äô', 't', 'be', '‚Äò', 'a', 'walk', 'in', 'the', 'park', '‚Äô', 'from', 'cnbc']","['the', 'side', 'effect', 'from', 'covid', 'vaccin', 'shot', 'wo', 'n', '‚Äô', 't', 'be', '‚Äò', 'a', 'walk', 'in', 'the', 'park', '‚Äô', 'from', 'cnbc']","['the', 'side', 'effect', 'from', 'covid', 'vaccin', 'shot', 'wo', 'n', '‚Äô', 't', 'be', '‚Äò', 'a', 'walk', 'in', 'the', 'park', '‚Äô', 'from', 'cnbc']","['the', 'side', 'effect', 'from', 'covid', 'vaccin', 'shot', 'wo', 'n', '‚Äô', 't', 'be', '‚Äò', 'a', 'walk', 'in', 'the', 'park', '‚Äô', 'from', 'cnbc']",sgtreport.com/2020/11/insanity-doctors-now-warning-that-the-coming-covid-1984-vaccine-will-put-you-down-the-side-effects-are-so-bad-but-insist-you-take-it-twice-anyway/?utm_source=rss&utm_medium=rss&utm_campaign=insanity-doctors-now-warning-that-the-coming-covid-1984-vaccine-will-put-you-down-the-side-effects-are-so-bad-but-insist-you-take-it-twice-anyway,insanity doctors now warning that the coming covid1984 vaccine will put you down the side effects are so bad but insist you take it twice anyway,40:41.0,sgtreport,anti,cc,FALSE,insanity doctors now warning that the coming covid1984 vaccine will put you down the side effects are so bad but insist you take it twice anyway,right,disagree,disagree,Agree,neutral
3433,url_no_4362,118,0,"Vaccines could be made available to all UK adults by the end of January but most 18 to 50-year-olds, who are the least likely to get severe Covid-19 and die, would likely be vaccinated in March.","vaccines could be made available to all UK adults by the end of January but most 18 to 50-year - olds , who are the least likely to get severe Covid-19 and die , would likely be vaccinated in March","['vaccin', 'could', 'be', 'made', 'avail', 'to', 'all', 'uk', 'adult', 'by', 'the', 'end', 'of', 'januari', 'but', 'most', '18', 'to', '50-year', '-', 'old', ',', 'who', 'are', 'the', 'least', 'like', 'to', 'get', 'sever', 'covid-19', 'and', 'die', ',', 'would', 'like', 'be', 'vaccin', 'in', 'march']","['vaccin', 'could', 'be', 'made', 'avail', 'to', 'all', 'uk', 'adult', 'by', 'the', 'end', 'of', 'januari', 'but', 'most', '18', 'to', '50-year', '-', 'old', ',', 'who', 'are', 'the', 'least', 'like', 'to', 'get', 'sever', 'covid-19', 'and', 'die', ',', 'would', 'like', 'be', 'vaccin', 'in', 'march']","['vaccin', 'could', 'be', 'made', 'avail', 'to', 'all', 'uk', 'adult', 'by', 'the', 'end', 'of', 'januari', 'but', 'most', '18', 'to', '50-year', '-', 'old', ',', 'who', 'are', 'the', 'least', 'like', 'to', 'get', 'sever', 'covid-19', 'and', 'die', ',', 'would', 'like', 'be', 'vaccin', 'in', 'march']","['vaccin', 'could', 'be', 'made', 'avail', 'to', 'all', 'uk', 'adult', 'by', 'the', 'end', 'of', 'januari', 'but', 'most', '18', 'to', '50-year', '-', 'old', ',', 'who', 'are', 'the', 'least', 'like', 'to', 'get', 'sever', 'covid-19', 'and', 'die', ',', 'would', 'like', 'be', 'vaccin', 'in', 'march']",dailymail.co.uk/news/article-8971053/Coronavirus-vaccines-start-roll-month-Matt-Hancock-confirms.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus vaccines will start to roll out next month matt hancock confirms,48:11.0,drudgereport,anti,cc,FALSE,coronavirus vaccines will start to roll out next month matt hancock confirms,right,neutral,disagree,Agree,neutral
3011,url_no_4142,64,0,Pictured : Nurse Hannah Flynn administers the Oxford/AstraZeneca Covid-19 vaccine to a patient in Doncaster.             ,Pictured : ¬† Nurse Hannah Flynn administers the Oxford / AstraZeneca Covid-19 vaccine to a patient in Doncaster                 ,"['pictur', ':', 'nurs', 'hannah', 'flynn', 'administ', 'the', 'oxford', '/', 'astrazeneca', 'covid-19', 'vaccin', 'to', 'a', 'patient', 'in', 'doncast']","['pictur', ':', 'nurs', 'hannah', 'flynn', 'administ', 'the', 'oxford', '/', 'astrazeneca', 'covid-19', 'vaccin', 'to', 'a', 'patient', 'in', 'doncast']","['pictur', ':', 'nurs', 'hannah', 'flynn', 'administ', 'the', 'oxford', '/', 'astrazeneca', 'covid-19', 'vaccin', 'to', 'a', 'patient', 'in', 'doncast']","['pictur', ':', 'nurs', 'hannah', 'flynn', 'administ', 'the', 'oxford', '/', 'astrazeneca', 'covid-19', 'vaccin', 'to', 'a', 'patient', 'in', 'doncast']",dailymail.co.uk/news/article-9193023/England-managed-260-000-jabs-Tuesday-marking-three-days-row-400-000-day-target.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus uk britain falls off pace in covid vaccine rollout,49:35.0,drudgereport,anti,cc,FALSE,coronavirus uk britain falls off pace in covid vaccine rollout,right,neutral,disagree,Agree,neutral
3246,url_no_4247,99,1,"Pfizer said it would gather data on antibody responses in people who receive a third dose, and intends to ask the FDA to broaden the emergency-use authorization for its COVID-19 vaccine in the coming weeks.","Pfizer said Pfizer would gather data on antibody responses in people who receive a third dose , and intends to ask the FDA to broaden the emergency - use authorization for the FDA COVID-19 vaccine in the coming weeks","['pfizer', 'said', 'it', 'would', 'gather', 'data', 'on', 'antibodi', 'respons', 'in', 'peopl', 'who', 'receiv', 'a', 'third', 'dose', ',', 'and', 'intend', 'to', 'ask', 'the', 'fda', 'to', 'broaden', 'the', 'emerg', '-', 'use', 'author', 'for', 'it', 'covid-19', 'vaccin', 'in', 'the', 'come', 'week']","['pfizer', 'said', 'pfizer', 'would', 'gather', 'data', 'on', 'antibodi', 'respons', 'in', 'peopl', 'who', 'receiv', 'a', 'third', 'dose', ',', 'and', 'intend', 'to', 'ask', 'the', 'fda', 'to', 'broaden', 'the', 'emerg', '-', 'use', 'author', 'for', 'the', 'fda', 'covid-19', 'vaccin', 'in', 'the', 'come', 'week']","['pfizer', 'said', 'it', 'would', 'gather', 'data', 'on', 'antibodi', 'respons', 'in', 'peopl', 'who', 'receiv', 'a', 'third', 'dose', ',', 'and', 'intend', 'to', 'ask', 'the', 'fda', 'to', 'broaden', 'the', 'emerg', '-', 'use', 'author', 'for', 'it', 'covid-19', 'vaccin', 'in', 'the', 'come', 'week']","['pfizer', 'said', 'pfizer', 'would', 'gather', 'data', 'on', 'antibodi', 'respons', 'in', 'peopl', 'who', 'receiv', 'a', 'third', 'dose', ',', 'and', 'intend', 'to', 'ask', 'the', 'fda', 'to', 'broaden', 'the', 'emerg', '-', 'use', 'author', 'for', 'the', 'fda', 'covid-19', 'vaccin', 'in', 'the', 'come', 'week']",marketwatch.com/news/story.asp?guid=%7B20C05575-04D4-B545-751A-CF96064D6D69%7D&siteid=rss&rss=1,coronavirus update who head slams countries for ordering millions of covid booster shots when much of the world has not even vaccinated the most vulnerable,24:00.0,wall_street_journal,anti,cc,FALSE,coronavirus update who head slams countries for ordering millions of covid booster shots when much of the world has not even vaccinated the most vulnerable,right,neutral,neutral,Agree,neutral
